"","Gender","sub.group.name"
"40013","M","ENTC"
"40019","F","ENTC"
"40020","F","ENTC"
"40021","F","ENTC"
"40022","M","ENTC"
"40023","F","ENTC"
"40024","F","ENTC"
"40025","M","ENTC"
"40026","F","ENTC"
"40027","M","ENTC"
"40028","M","ENTC"
"40029","F","ENTC"
"40030","F","ENTC"
"40031","M","ENTC"
"40032","F","ENTC"
"40033","M","ENTC"
"40034","M","ENTC"
"40035","M","ENTC"
"40036","F","ENTC"
"40037","M","ENTC"
"40052","M","ENTC"
"40053","M","ENTC"
"40054","M","Electrical"
"40055","M","ENTC"
"40056","M","ENTC"
"40057","M","ENTC"
"40118","F","ENTC"
"40119","F","ENTC"
"40120","F","ENTC"
"40121","M","ENTC"
"40122","F","ENTC"
"40123","M","Machanical"
"40124","M","ENTC"
"40125","F","ENTC"
"40126","F","ENTC"
"40127","F","ENTC"
"40128","F","ENTC"
"40129","F","ENTC"
"40130","F","Electrical"
"40131","F","ENTC"
"40132","M","ENTC"
"40133","M","ENTC"
"40151","F","ENTC"
"40152","F","ENTC"
"40153","M","ENTC"
"40154","F","ENTC"
"40155","F","ENTC"
"40156","F","ENTC"
"40157","F","ENTC"
"40184","F","Computer & IT"
"40185","M","Computer & IT"
"40186","F","ENTC"
"40187","F","ENTC"
"40188","F","Computer & IT"
"40189","M","Computer & IT"
"40190","M","Computer & IT"
"40191","M","ENTC"
"40192","M","Civil"
"40283","M","ENTC"
"40284","F","ENTC"
"40285","M","ENTC"
"40286","M","ENTC"
"40287","M","ENTC"
"40288","F","ENTC"
"40289","M","ENTC"
"40290","M","ENTC"
"40291","M","ENTC"
"40292","M","ENTC"
"40293","M","Computer & IT"
"40294","M","ENTC"
"40295","M","ENTC"
"40296","M","ENTC"
"40297","M","ENTC"
"40298","M","ENTC"
"40299","M","Computer & IT"
"40300","M","ENTC"
"40347","F","ENTC"
"40348","F","ENTC"
"40349","M","ENTC"
"40350","M","Computer & IT"
"40362","F","ENTC"
"40363","M","ENTC"
"40364","M","ENTC"
"40365","M","ENTC"
"40366","M","ENTC"
"40367","F","ENTC"
"40368","F","Electrical"
"40369","F","ENTC"
"40370","M","ENTC"
"40371","F","ENTC"
"40372","F","ENTC"
"40373","M","ENTC"
"40374","F","ENTC"
"40375","M","ENTC"
"40376","F","ENTC"
"40377","F","ENTC"
"40378","F","ENTC"
"40379","F","ENTC"
"40380","M","ENTC"
"40381","M","ENTC"
"40382","M","ENTC"
"40383","F","ENTC"
"40425","F","ENTC"
"40426","F","ENTC"
"40427","M","ENTC"
"40428","M","ENTC"
"40429","F","ENTC"
"40430","F","ENTC"
"40431","M","Electrical"
"40432","M","ENTC"
"40433","M","ENTC"
"40528","F","ENTC"
"40529","F","ENTC"
"40530","M","ENTC"
"40531","F","ENTC"
"40532","F","ENTC"
"40533","M","ENTC"
"40534","M","ENTC"
"40535","M","ENTC"
"40536","M","Computer & IT"
"40537","M","ENTC"
"40538","F","ENTC"
"40539","F","ENTC"
"40540","M","ENTC"
"40541","M","ENTC"
"40542","M","Electrical"
"40587","F","ENTC"
"40588","M","Electrical"
"40589","M","Electrical"
"40590","M","ENTC"
"40591","M","ENTC"
"40649","M","ENTC"
"40650","M","ENTC"
"40651","F","ENTC"
"40698","F","ENTC"
"40699","F","ENTC"
"40700","F","ENTC"
"40701","F","ENTC"
"40702","F","ENTC"
"40703","F","ENTC"
"40704","F","ENTC"
"40705","F","ENTC"
"40706","F","ENTC"
"40707","F","ENTC"
"40708","F","ENTC"
"40709","F","ENTC"
"40710","F","ENTC"
"40711","F","ENTC"
"40712","F","ENTC"
"40713","F","ENTC"
"40714","F","ENTC"
"40715","F","ENTC"
"40716","F","ENTC"
"40717","F","ENTC"
"40718","F","ENTC"
"40719","M","ENTC"
"40720","F","ENTC"
"40721","F","ENTC"
"40722","M","ENTC"
"40723","M","ENTC"
"40724","M","ENTC"
"40725","F","ENTC"
"40726","F","ENTC"
"40727","F","ENTC"
"40728","F","Computer & IT"
"40729","F","Computer & IT"
"40730","F","ENTC"
"40747","F","ENTC"
"40748","F","ENTC"
"40749","F","ENTC"
"40750","F","ENTC"
"40751","M","ENTC"
"40752","M","ENTC"
"40753","F","ENTC"
"40754","F","ENTC"
"40755","M","ENTC"
"40756","M","ENTC"
"40757","F","ENTC"
"40758","F","ENTC"
"40759","F","ENTC"
"40760","M","ENTC"
"40761","F","Computer & IT"
"40762","F","Computer & IT"
"40763","F","ENTC"
"40764","F","ENTC"
"40765","F","Computer & IT"
"40766","F","ENTC"
"40767","F","ENTC"
"40768","F","Computer & IT"
"40769","M","ENTC"
"40770","F","Computer & IT"
"40771","M","ENTC"
"40772","M","ENTC"
"40773","F","Computer & IT"
"40774","F","Computer & IT"
"40775","M","ENTC"
"40776","M","ENTC"
"40777","M","Computer & IT"
"40813","F","ENTC"
"40814","F","ENTC"
"40815","F","ENTC"
"40816","F","ENTC"
"40817","F","ENTC"
"40818","F","ENTC"
"40819","F","ENTC"
"40820","M","ENTC"
"40821","M","ENTC"
"40822","M","ENTC"
"40823","M","ENTC"
"40824","M","ENTC"
"40825","M","ENTC"
"40826","M","ENTC"
"40827","M","ENTC"
"40828","M","ENTC"
"40829","F","ENTC"
"40830","M","ENTC"
"40835","F","ENTC"
"40836","F","ENTC"
"40837","F","ENTC"
"40838","M","ENTC"
"40839","F","ENTC"
"40840","M","ENTC"
"40841","F","ENTC"
"40842","M","ENTC"
"40843","F","ENTC"
"40844","F","ENTC"
"40845","M","ENTC"
"40846","M","ENTC"
"40847","F"," Medical Electronics"
"40848","M"," Medical Electronics"
"40849","F"," Medical Electronics"
"40850","M"," Medical Electronics"
"40851","M"," Medical Electronics"
"40852","F","Computer & IT"
"40853","M"," Medical Electronics"
"40854","M","Electrical"
"40855","F","Computer & IT"
"40856","M","Computer & IT"
"40857","M","ENTC"
"40858","M"," Medical Electronics"
"40859","F"," Medical Electronics"
"40860","F","Computer & IT"
"40861","M"," Medical Electronics"
"40862","M"," Medical Electronics"
"40863","M"," Medical Electronics"
"40864","M"," Medical Electronics"
"40865","M"," Medical Electronics"
"40866","M","ENTC"
"40867","M","Computer & IT"
"40868","M","ENTC"
"40878","F"," Medical Electronics"
"40879","F"," Medical Electronics"
"40880","F"," Medical Electronics"
"40881","F"," Medical Electronics"
"40882","F"," Medical Electronics"
"40883","F"," Medical Electronics"
"40884","F"," Medical Electronics"
"40885","F"," Medical Electronics"
"40886","M"," Medical Electronics"
"40887","F"," Medical Electronics"
"40888","F"," Medical Electronics"
"40889","F"," Medical Electronics"
"40890","M","Computer & IT"
"40891","F"," Medical Electronics"
"40892","F"," Medical Electronics"
"40893","F"," Medical Electronics"
"40894","M"," Medical Electronics"
"40895","F"," Medical Electronics"
"40896","M","ENTC"
"40897","M"," Medical Electronics"
"40898","M","Man made Textile Chemistry"
"40910","F"," Medical Electronics"
"40911","F"," Medical Electronics"
"40912","M"," Medical Electronics"
"40913","F"," Medical Electronics"
"40914","M"," Medical Electronics"
"40915","M"," Medical Electronics"
"40916","M","ENTC"
"40917","M"," Medical Electronics"
"40972","M","Electrical"
"40973","F","Electrical"
"40974","F","Electrical"
"40975","F","Electrical"
"40976","M","Electrical"
"40977","M","Electrical"
"40978","F","Electrical"
"40979","F","Electrical"
"40980","M","Electrical"
"40981","F","Electrical"
"40982","M","Electrical"
"40983","M","Electrical"
"40984","F","Electrical"
"40985","M","Electrical"
"40986","F","Electrical"
"40987","M","Electrical"
"40988","F","Electrical"
"40989","F","Electrical"
"40990","F","Electrical"
"40991","M","Electrical"
"40992","F","Electrical"
"40993","M","Electrical"
"40994","F","Electrical"
"40995","F","Electrical"
"40996","M","Electrical"
"40997","M","Electrical"
"40998","M","Electrical"
"40999","M","Electrical"
"41000","M","Electrical"
"41001","M","Electrical"
"41002","F","Electrical"
"41003","M","Electrical"
"41004","F","Electrical"
"41005","F","Electrical"
"41006","M","Electrical"
"41007","F","Electrical"
"41008","M","Electrical"
"41009","F","Electrical"
"41010","F","Electrical"
"41011","F","Electrical"
"41012","F","Electrical"
"41013","M","Electrical"
"41014","M","Electrical"
"41015","M","Electrical"
"41016","F","Electrical"
"41017","M","Electrical"
"41018","F","Electrical"
"41019","M","Electrical"
"41020","F","Electrical"
"41021","F","Electrical"
"41022","M","Electrical"
"41023","F","Electrical"
"41024","M","Electrical"
"41025","M","Electrical"
"41026","M","Electrical"
"41027","M","Electrical"
"41028","F","Electrical"
"41029","F","Electrical"
"41030","M","Electrical"
"41031","F","Electrical"
"41032","F","Electrical"
"41033","M","Electrical"
"41034","F","Electrical"
"41035","F","Electrical"
"41036","F","Electrical"
"41037","F","Electrical"
"41038","M","Electrical"
"41039","M","Electrical"
"41040","F","Electrical"
"41041","M","Electrical"
"41042","F","Electrical"
"41043","M","Electrical"
"41044","F","Electrical"
"41045","M","Electrical"
"41046","F","Electrical"
"41047","F","Electrical"
"41048","M","Electrical"
"41049","F","Electrical"
"41050","M","Electrical"
"41051","M","Electrical"
"41052","F","Electrical"
"41053","M","Electrical"
"41054","F","Electrical"
"41055","M","Electrical"
"41056","F","Electrical"
"41057","M","Electrical"
"41058","M","Electrical"
"41059","M","Electrical"
"41060","M","Electrical"
"41061","F","Electrical"
"41062","M","Electrical"
"41063","M","Electrical"
"41064","F","Electrical"
"41065","M","Electrical"
"41066","M","Electrical"
"41067","F","Electrical"
"41068","M","Electrical"
"41069","M","Electrical"
"41070","F","Electrical"
"41071","F","Electrical"
"41072","F","ENTC"
"41073","F","Electrical"
"41074","F","ENTC"
"41075","M","Electrical"
"41076","F","Electrical"
"41077","M","Computer & IT"
"41078","F","Electrical"
"41079","F","Electrical"
"41080","M","Electrical"
"41081","F","Electrical"
"41082","M","Electrical"
"41083","M","Machanical"
"41084","F","Electrical"
"41085","M","ENTC"
"41086","M","Electrical"
"41133","M","Electrical"
"41134","F","Electrical"
"41135","F","Electrical"
"41136","F","Electrical"
"41137","M","Electrical"
"41138","M","Electrical"
"41139","M","ENTC"
"41140","M","Electrical"
"41141","M","ENTC"
"41142","M","Electrical"
"41143","F","Electrical"
"41144","M","ENTC"
"41145","M","Machanical"
"41146","M","Electrical"
"41147","M","Electrical"
"41148","F","Electrical"
"41149","M","Electrical"
"41150","F","Electrical"
"41151","M","Electrical"
"41152","F","Electrical"
"41153","M","Electrical"
"41154","F","Electrical"
"41185","M","Electrical"
"41186","M","Electrical"
"41187","F","ENTC"
"41188","M","Electrical"
"41189","M","ENTC"
"41190","F","Electrical"
"41191","M","Electrical"
"41192","F","ENTC"
"41193","M","Electrical"
"41194","M","Electrical"
"41195","M","Machanical"
"41196","M","Electrical"
"41197","F","Electrical"
"41198","F","Electrical"
"41199","M","Electrical"
"41249","F","Electrical"
"41250","M","Electrical"
"41251","F","Electrical"
"41252","M","Electrical"
"41253","M","Electrical"
"41254","F","Electrical"
"41255","F","Electrical"
"41256","M","Electrical"
"41257","F","Electrical"
"41258","F","Electrical"
"41259","F","Electrical"
"41260","F","Electrical"
"41261","M","Electrical"
"41262","M","Electrical"
"41263","M","Electrical"
"41264","M","Electrical"
"41265","M","Electrical"
"41266","M","Computer & IT"
"41267","M","Electrical"
"41268","F","Electrical"
"41269","F","Electrical"
"41270","M","Electrical"
"41271","F","Electrical"
"41272","M","Electrical"
"41273","M","Electrical"
"41274","F","Electrical"
"41275","M","Electrical"
"41276","M","Electrical"
"41277","F","Electrical"
"41278","M","Electrical"
"41279","F","Electrical"
"41280","M","Electrical"
"41300","F","Electrical"
"41301","M","Electrical"
"41302","M","Electrical"
"41303","M","Electrical"
"41304","M","Electrical"
"41305","M","Computer & IT"
"41306","M","Electrical"
"41307","M","Electrical"
"41308","M","Electrical"
"41315","M","Electrical"
"41316","F","Electrical"
"41317","F","Electrical"
"41318","M","Electrical"
"41319","M","Electrical"
"41320","F","Electrical"
"41321","M","Electrical"
"41322","F","Electrical"
"41323","M","Electrical"
"41324","M","Electrical"
"41325","M","Electrical"
"41326","M","Electrical"
"41327","F","Electrical"
"41328","M","Electrical"
"41329","M","Electrical"
"41330","F","Electrical"
"41331","M","Electrical"
"41332","M","Electrical"
"41333","F","Electrical"
"41334","M","Electrical"
"41335","M","Electrical"
"41336","F","Electrical"
"41337","M","Electrical"
"41338","M","Electrical"
"41339","M","Electrical"
"41340","M","Electrical"
"41341","M","Electrical"
"41342","M","Electrical"
"41343","M","Electrical"
"41344","M","Electrical"
"41345","M","Electrical"
"41346","F","Electrical"
"41347","M","Electrical"
"41348","M","Electrical"
"41349","F","Electrical"
"41350","M","Electrical"
"41351","F","Electrical"
"41352","M","Electrical"
"41353","F","Electrical"
"41354","M","Electrical"
"41355","M","Electrical"
"41356","F","Electrical"
"41357","M","Electrical"
"41358","M","Electrical"
"41359","F","Electrical"
"41360","M","Electrical"
"41361","M","Electrical"
"41362","F","Electrical"
"41363","F","Electrical"
"41364","M","Electrical"
"41365","F","Electrical"
"41366","M","Electrical"
"41367","M","Electrical"
"41368","F","Electrical"
"41369","M","Electrical"
"41371","F","Electrical"
"41429","M","Electrical"
"41430","M","Electrical"
"41431","M","Electrical"
"41480","M","Electrical"
"41481","M","Electrical"
"41482","M","Electrical"
"41483","F","Electrical"
"41484","F","Electrical"
"41485","M","Electrical"
"41486","M","Electrical"
"41487","M","ENTC"
"41488","M","Electrical"
"41489","M","Electrical"
"41490","F","Electrical"
"41491","F","Electrical"
"41492","M","Electrical"
"41493","M","Electrical"
"41494","F","Electrical"
"41495","F","Electrical"
"41496","M","Electrical"
"41497","M","Electrical"
"41498","M","Electrical"
"41499","F","Electrical"
"41500","F","Electrical"
"41501","M","Electrical"
"41502","M","ENTC"
"41503","F","Electrical"
"41504","F","Electrical"
"41505","M","Electrical"
"41506","F","Electrical"
"41507","M","Electrical"
"41508","F","Electrical"
"41509","M","Electrical"
"41510","F","Computer & IT"
"41511","M","Electrical"
"41512","F","Electrical"
"41513","F","Electrical"
"41591","F","Electrical"
"41592","M","Electrical"
"41593","F","Electrical"
"41594","F","Electrical"
"41595","M","ENTC"
"41596","M","Electrical"
"41597","M","Electrical"
"41598","F","Electrical"
"41599","F","Electrical"
"41600","M","Electrical"
"41601","F","Electrical"
"41602","M","Electrical"
"41603","M","Electrical"
"41604","M","Electrical"
"41605","M","ENTC"
"41606","M","Electrical"
"41607","M","Electrical"
"41608","M"," Medical Electronics"
"41609","M","Electrical"
"41610","M","Electrical"
"41611","M","Electrical"
"41612","M","Electrical"
"41613","M","Electrical"
"41614","M","Electrical"
"41647","F","Computer & IT"
"41648","F","Electrical"
"41649","M","Electrical"
"41650","F","Electrical"
"41651","F","Electrical"
"41652","M","Electrical"
"41653","F","Electrical"
"41654","F","Electrical"
"41655","M","Electrical"
"41656","M","Electrical"
"41657","M","Electrical"
"41658","F","ENTC"
"41659","F","Electrical"
"41660","M","Electrical"
"41661","M","ENTC"
"41662","M","Electrical"
"41663","M","ENTC"
"41664","F","Electrical"
"41665","M","Electrical"
"41666","M","Electrical"
"41667","M","Electrical"
"41668","M","Electrical"
"41669","M","Electrical"
"41670","M","Electrical"
"41671","M","ENTC"
"41672","M","Electrical"
"41673","M","Electrical"
"41674","M","Electrical"
"41675","M","Electrical"
"41676","F","Electrical"
"41677","M","Electrical"
"41678","M","ENTC"
"41679","M","Electrical"
"41680","M","Electrical"
"41681","M","Electrical"
"41682","M","Electrical"
"41683","M","Electrical"
"41684","M","Electrical"
"41685","M","Electrical"
"41686","M","Machanical"
"41687","F","Electrical"
"41688","F","Electrical"
"41689","M",""
"41699","F","Electrical"
"41700","F","Electrical"
"41701","M","Electrical"
"41702","M","Electrical"
"41703","M","Electrical"
"41704","F","Electrical"
"41705","M","Electrical"
"41706","F","Electrical"
"41707","F","Electrical"
"41708","F","Electrical"
"41709","M","Electrical"
"41710","F","Electrical"
"41711","F","Electrical"
"41712","F","Electrical"
"41713","F","Electrical"
"41714","M","Electrical"
"41715","M","Electrical"
"41716","F","Electrical"
"41717","F","Electrical"
"41718","M","Electrical"
"41719","M","Electrical"
"41720","M","Electrical"
"41721","M","Electrical"
"41722","M","ENTC"
"41723","M","Electrical"
"41724","M","Electrical"
"41725","M","Electrical"
"41726","M","Electrical"
"41753","M","Electrical"
"41754","M","Electrical"
"41755","M","Electrical"
"41756","M","Electrical"
"41757","M","Electrical"
"41758","M","Electrical"
"41759","M","Electrical"
"41760","M","Electrical"
"41761","M","Electrical"
"41762","M","Electrical"
"41763","M","Electrical"
"41764","M","Electrical"
"41765","M","Electrical"
"41782","F","Electrical"
"41783","F","Electrical"
"41784","M","Electrical"
"41785","F","Electrical"
"41786","F","Electrical"
"41787","F","Electrical"
"41788","M","ENTC"
"41789","F","Electrical"
"41790","M","Electrical"
"41791","M","Electrical"
"41792","M","Electrical"
"41793","M","Electrical"
"41794","F","Electrical"
"41795","M","ENTC"
"41796","F","Computer & IT"
"41797","M","Electrical"
"41798","M","Electrical"
"41812","F","Electrical"
"41813","M","Electrical"
"41814","M","Electrical"
"41815","M","Electrical"
"41816","F","Electrical"
"41817","F","Electrical"
"41818","M","Electrical"
"41819","M","Electrical"
"41820","F","Electrical"
"41821","M","Electrical"
"41822","M","Electrical"
"41823","M","Electrical"
"41824","M","Electrical"
"41825","M","Electrical"
"41826","F","Electrical"
"41827","F","Electrical"
"41828","F","Electrical"
"41829","M","Electrical"
"41830","M","Electrical"
"41842","M","Electrical"
"41843","M","Electrical"
"41857","M","Electrical"
"41858","M","Plastic"
"41859","M","Electrical"
"41860","F","Electrical"
"41861","M","Electrical"
"41862","M","Electrical"
"41863","M","Electrical"
"41864","M","ENTC"
"41865","F","Electrical"
"41866","M","Electrical"
"41867","M","Electrical"
"41868","F","Computer & IT"
"41869","M","Electrical"
"41870","F","Electrical"
"41871","F","Electrical"
"41872","M","Electrical"
"41873","M","Machanical"
"41874","M","Electrical"
"41875","F","Electrical"
"41876","M","Electrical"
"41877","M","Electrical"
"41878","F","Electrical"
"41879","M","Electrical"
"41880","F","Electrical"
"41881","M","Electrical"
"41882","M","Electrical"
"41883","M","Electrical"
"41884","F","Electrical"
"41885","M","Electrical"
"41886","M","Electrical"
"41887","M","Electrical"
"41888","M","Electrical"
"41889","M","Electrical"
"41890","M","Electrical"
"41891","M","Computer & IT"
"41892","M","Electrical"
"41893","M","Electrical"
"41894","M","Electrical"
"41895","M","ENTC"
"41896","M","Electrical"
"41897","M","Electrical"
"41898","M","Electrical"
"41899","M","Electrical"
"41900","M","Electrical"
"41901","F","Electrical"
"41902","M","Electrical"
"41903","M","ENTC"
"41904","M","Electrical"
"41905","M",""
"41908","F","Electrical"
"41909","M","Electrical"
"41910","F","Electrical"
"41911","M","Electrical"
"41912","M","Electrical"
"41913","F","Electrical"
"41914","F","Electrical"
"41915","F","Electrical"
"41916","M","Electrical"
"41917","M","Electrical"
"41918","M","Electrical"
"41919","M","Electrical"
"41920","F","Electrical"
"41921","M","Electrical"
"41922","M","Electrical"
"41923","F","Electrical"
"41924","M","Electrical"
"41925","F","Electrical"
"41926","M","Electrical"
"41927","M","Electrical"
"41928","F","Electrical"
"41929","F","Electrical"
"41930","M","Electrical"
"41931","M","Electrical"
"41932","M","Electrical"
"41933","F","Electrical"
"41934","M","Electrical"
"41935","F","Electrical"
"41936","M","Electrical"
"41937","M","Electrical"
"41938","M","Electrical"
"41939","F","Electrical"
"41940","M","Electrical"
"41941","M","Electrical"
"41942","F","Electrical"
"41943","M","Electrical"
"41944","M","Electrical"
"41945","F","Electrical"
"41946","F","Electrical"
"41947","F","Electrical"
"41948","M","Electrical"
"41949","M","Electrical"
"41950","M","Electrical"
"41951","M","Electrical"
"41952","M","Electrical"
"41953","M","Electrical"
"41954","M","Electrical"
"41955","F","Electrical"
"41956","F","Electrical"
"41957","M","Electrical"
"41958","M","Electrical"
"41959","M","Electrical"
"41960","F","Electrical"
"41961","M","Electrical"
"41962","F","Electrical"
"41963","M","Electrical"
"41964","M","Electrical"
"41965","M","Electrical"
"41966","M","Electrical"
"41967","M","Electrical"
"41968","M","Electrical"
"41969","M","Electrical"
"41970","M","Electrical"
"41971","M","Electrical"
"41972","M","Electrical"
"41973","F","Electrical"
"41974","F","Electrical"
"41975","M","Electrical"
"41976","M","Electrical"
"41977","M","Electrical"
"41978","M","Electrical"
"41979","M","Electrical"
"41980","M","Electrical"
"41981","M","Electrical"
"41982","M","Electrical"
"41983","M","Electrical"
"41984","F","Electrical"
"41985","F","Electrical"
"41986","M","Electrical"
"41987","F","Electrical"
"41988","M","Electrical"
"41989","F","Electrical"
"41990","F","Electrical"
"41991","M","Electrical"
"41992","M","Electrical"
"41993","M","Electrical"
"41994","M","Electrical"
"41995","F","Electrical"
"41996","F","Electrical"
"41997","M","Electrical"
"41998","F","Electrical"
"41999","M","Electrical"
"42000","F","Electrical"
"42001","M","Electrical"
"42002","M","Electrical"
"42003","F","Electrical"
"42004","F","Electrical"
"42005","M","Electrical"
"42006","M","Electrical"
"42007","M","Electrical"
"42008","M","Electrical"
"42009","M","Electrical"
"42010","F","Electrical"
"42011","M","Electrical"
"42012","M","Electrical"
"42013","F","Electrical"
"42014","M","Electrical"
"42015","F","Electrical"
"42016","M","Electrical"
"42017","M","Electrical"
"42018","M","Electrical"
"42019","M","Electrical"
"42020","M","Electrical"
"42021","M","Electrical"
"42022","M","Electrical"
"42023","F","Electrical"
"42024","F","Electrical"
"42025","M","Electrical"
"42026","F","Electrical"
"42027","M","Electrical"
"42028","F","Electrical"
"42029","F","Electrical"
"42030","F","Electrical"
"42031","M","Electrical"
"42032","F","Electrical"
"42033","F","Electrical"
"42034","F","Electrical"
"42035","F","Electrical"
"42036","F","Electrical"
"42037","M","Electrical"
"42038","F","Electrical"
"42039","F","Electrical"
"42040","M","Electrical"
"42041","M","Electrical"
"42042","F","Electrical"
"42043","F","Electrical"
"42044","M","Electrical"
"42045","M","Electrical"
"42046","M","Electrical"
"42047","F","Electrical"
"42048","F","Electrical"
"42049","F","Electrical"
"42050","F","Electrical"
"42051","M","Electrical"
"42052","F","Electrical"
"42053","M","Electrical"
"42054","F","Electrical"
"42055","F","Electrical"
"42056","F","Electrical"
"42057","M","Electrical"
"42058","M","Electrical"
"42059","F","Electrical"
"42060","F","Electrical"
"42061","F","Electrical"
"42062","F","Electrical"
"42063","M","Electrical"
"42064","F","Electrical"
"42065","F","Electrical"
"42066","F","Electrical"
"42067","F","Electrical"
"42068","F","Electrical"
"42069","F","Electrical"
"42070","F","Electrical"
"42071","F","Electrical"
"42072","M","Electrical"
"42073","F","Electrical"
"42074","M","Electrical"
"42075","F","Electrical"
"42076","M","Electrical"
"42077","F","Electrical"
"42078","M","Electrical"
"42079","M","Electrical"
"42080","F","Electrical"
"42081","F","Electrical"
"42082","F","Electrical"
"42083","F","Electrical"
"42084","F","Electrical"
"42085","F","Electrical"
"42086","F","Electrical"
"42087","M","Electrical"
"42088","F","Electrical"
"42089","F","Electrical"
"42090","F","Electrical"
"42091","M","Electrical"
"42092","F","Electrical"
"42093","F","Electrical"
"42094","F","Electrical"
"42095","F","Electrical"
"42096","F","Electrical"
"42097","M","Electrical"
"42098","F","Electrical"
"42099","F","Electrical"
"42100","F","Electrical"
"42101","F","Electrical"
"42102","F","Electrical"
"42103","M","Electrical"
"42104","F","Electrical"
"42105","M","Electrical"
"42106","M","Electrical"
"42107","F","Electrical"
"42108","F","Electrical"
"42109","M","Electrical"
"42110","F","Electrical"
"42111","M","Electrical"
"42112","M","Electrical"
"42113","F","Electrical"
"42114","M","Electrical"
"42115","M","Electrical"
"42116","M","Electrical"
"42117","M","Electrical"
"42118","M","Electrical"
"42178","F","Electrical"
"42179","F","Electrical"
"42180","M","Electrical"
"42181","M","Electrical"
"42182","M","Electrical"
"42183","F","Electrical"
"42184","F","Electrical"
"42185","F","Electrical"
"42186","F","Electrical"
"42187","M","Electrical"
"42188","F","Electrical"
"42189","F","Electrical"
"42190","F","Electrical"
"42191","F","Electrical"
"42192","F","Electrical"
"42193","F","Electrical"
"42194","M","Electrical"
"42195","F","Electrical"
"42196","F","Electrical"
"42197","M","Electrical"
"42198","F","Electrical"
"42199","F","Electrical"
"42200","M","Electrical"
"42201","M","Electrical"
"42202","F","Electrical"
"42203","M","Electrical"
"42204","F","Electrical"
"42205","F","Electrical"
"42206","M","Electrical"
"42207","F","Electrical"
"42208","M","Electrical"
"42209","M","Electrical"
"42210","F","Electrical"
"42211","M","Electrical"
"42212","F","Electrical"
"42213","F","Electrical"
"42214","M","Electrical"
"42215","M","Electrical"
"42216","F","Electrical"
"42217","M","Electrical"
"42218","F","Electrical"
"42219","F","Electrical"
"42220","F","Electrical"
"42221","M","Electrical"
"42222","F","Electrical"
"42223","M","Electrical"
"42224","M","Electrical"
"42225","M","Electrical"
"42226","M","Electrical"
"42227","F","Electrical"
"42228","F","Electrical"
"42229","M","Electrical"
"42230","M","Plastic"
"42231","F","Electrical"
"42232","M","Electrical"
"42233","M","Electrical"
"42234","M","Electrical"
"42235","M","Electrical"
"42236","M","Electrical"
"42237","M","Electrical"
"42238","F","Electrical"
"42239","M","Electrical"
"42240","M","Electrical"
"42241","M","Electrical"
"42242","M","Electrical"
"42243","M","Electrical"
"42244","M","Electrical"
"42245","M","Electrical"
"42246","F","Electrical"
"42247","M","Electrical"
"42248","M","Electrical"
"42249","F","Electrical"
"42250","M","Electrical"
"42251","M","Electrical"
"42252","M","Electrical"
"42253","F","Electrical"
"42254","M","Electrical"
"42255","M","Electrical"
"42256","M","Electrical"
"42257","M","Electrical"
"42258","M","Electrical"
"42259","M","Electrical"
"42287","F","Electrical"
"42288","M","Electrical"
"42289","M","Electrical"
"42290","F","Electrical"
"42291","M","Electrical"
"42292","M","Electrical"
"42293","M","Electrical"
"42294","M","ENTC"
"42295","M","Electrical"
"42296","F","Electrical"
"42297","M","Electrical"
"42298","M","Electrical"
"42299","M","Electrical"
"42300","M","Electrical"
"42301","M","Electrical"
"42302","M","Electrical"
"42303","F","Electrical"
"42304","F","Electrical"
"42305","F","Electrical"
"42306","M","Electrical"
"42307","F","Electrical"
"42308","M","Electrical"
"42309","M","Electrical"
"42310","M","Civil"
"42311","F","Electrical"
"42312","M","Electrical"
"42313","M","Electrical"
"42314","M","Electrical"
"42315","M","Electrical"
"42316","F","Electrical"
"42317","M","Electrical"
"42318","M","Electrical"
"42319","M","Electrical"
"42320","M","Metallurgy (Foundry Technology)"
"42321","M","Computer & IT"
"42322","M","Electrical"
"42323","M","Electrical"
"42324","F","Electrical"
"42325","M","Electrical"
"42326","M","Electrical"
"42327","M","Electrical"
"42328","M","Electrical"
"42329","M",""
"42337","F","Electrical"
"42338","F","Electrical"
"42339","M","Electrical"
"42340","M","Electrical"
"42341","M","Electrical"
"42342","M","Electrical"
"42343","M","Electrical"
"42344","M","Electrical"
"42345","M","Electrical"
"42346","M","Computer & IT"
"42347","F","Electrical"
"42348","F","Electrical"
"42349","M","ENTC"
"42350","M","Electrical"
"42351","F","Electrical"
"42352","M","Electrical"
"42353","M","ENTC"
"42354","M","ENTC"
"42355","F","Electrical"
"42356","M","ENTC"
"42365","M","ENTC"
"42366","M","ENTC"
"42367","M","Electrical"
"42368","M","Electrical"
"42369","M","Machanical"
"42370","F","Electrical"
"42371","M","Electrical"
"42372","M","Electrical"
"42373","M","Electrical"
"42374","M","Electrical"
"42375","F","Electrical"
"42376","M","Machanical"
"42377","F","Electrical"
"42378","M","Electrical"
"42379","F","Electrical"
"42380","M","Electrical"
"42381","M","Electrical"
"42382","F","Electrical"
"42383","M","Electrical"
"42384","F","Electrical"
"42385","M","ENTC"
"42386","M","Electrical"
"42387","M","Electrical"
"42388","F","Electrical"
"42389","M","Electrical"
"42390","M","Electrical"
"42391","M","Electrical"
"42392","F","Electrical"
"42393","M","Electrical"
"42394","M","Electrical"
